sales_order_id,customer_id,order_date,quantity,total_price,payment_status,shipping_address,description,created_at,car_id,salesman_id
SO16803,CUST19702,2025-01-14T16:58:01,46,974.85,Paid,"13452 Mike Center
North Carriemouth, CO 31142",Wall trouble professor consider purpose.,2025-01-15T19:04:16,zA60775,salesman_2203
SO29814,CUST55345,2025-01-07T03:51:34,78,147.98,Failed,"4891 Samantha Rapid Apt. 107
Fieldsport, FM 37777",Type worry explain only century onto weight.,2025-01-07T09:17:50,MW98172,salesman_3678
SO39414,CUST89779,2025-01-17T02:10:14,1,700.31,Pending,"PSC 2621, Box 4952
APO AA 95606",Quality stay just identify style American.,2025-01-07T08:12:56,PI19594,salesman_5530
SO02556,CUST81762,2025-01-13T05:23:25,95,736.68,Failed,"5463 Morris Ridges Apt. 885
South Manuel, GA 53895",House discussion happy throughout.,2025-01-02T02:31:09,no53642,salesman_2541
SO04732,CUST25928,2025-01-14T03:00:41,61,190.79,Paid,"82560 Patterson Forge
South Michaelville, AZ 39816",Else present federal your number well approach.,2025-01-14T11:29:32,Qq75322,salesman_2203
SO83381,CUST63818,2025-01-03T15:08:46,39,522.71,Failed,"0390 Burns Loop Apt. 701
East Vanessa, RI 24529",Evidence bed bit line center maybe.,2025-01-04T16:08:01,Dh52303,salesman_2939
SO52624,CUST40506,2025-01-14T08:54:45,46,395.25,Failed,"5882 Rebecca Wells Suite 792
Port Jean, ND 13645",Citizen individual produce even.,2025-01-15T17:26:44,UU73834,salesman_7747
SO59363,CUST04199,2025-01-13T20:13:17,82,261.95,Pending,"40865 Murray Tunnel Apt. 745
East Matthew, FM 59741",Agency true read throughout put scientist.,2025-01-05T17:27:46,cD76363,salesman_7051
SO42402,CUST85721,2025-01-08T21:13:34,39,32.78,Pending,"39837 Tate Rue Apt. 306
North Brianchester, WI 95130",Play same difference know draw radio effect method.,2025-01-08T05:15:01,UJ62709,salesman_0421
SO77008,CUST88230,2025-01-10T07:31:59,85,933.3,Paid,"3641 Amanda Overpass Suite 213
Port Christianborough, AR 99265",Whom meeting rest suffer employee.,2025-01-12T07:07:31,Ya52368,salesman_9720
SO56936,CUST07811,2025-01-03T21:41:33,74,646.18,Pending,"PSC 5504, Box 7931
APO AE 87801",Politics lay meet while boy poor.,2025-01-09T06:40:54,bz98557,salesman_7747
SO97524,CUST65105,2025-01-09T02:23:46,5,650.18,Failed,"5629 Michael Radial Suite 790
Perezview, MT 56272",Never mother traditional control cultural raise.,2025-01-11T12:00:34,Gt56015,salesman_0505
SO00627,CUST79816,2025-01-10T14:58:27,73,332.27,Pending,"310 Allison Burgs Apt. 947
Barronberg, FL 87590",Defense perform consumer people cause player.,2025-01-10T15:09:48,lf16663,salesman_7957
SO36287,CUST45326,2025-01-14T08:27:51,10,251.45,Paid,"194 Alexander Way Suite 486
Nancybury, AL 51122",Me far trade task campaign want management.,2025-01-03T05:23:23,Gy63803,salesman_2939
SO59913,CUST56160,2025-01-12T00:51:18,45,292.66,Failed,"369 Dylan Trail
Bakerfort, MO 37536",Necessary nature defense trip child five public marriage.,2025-01-02T09:32:45,oS95849,salesman_4147
SO86763,CUST94292,2025-01-07T13:46:37,94,828.81,Pending,"61414 Armstrong Lake Suite 849
Mileschester, OH 49580",Behavior ten student gas board act hot later.,2025-01-02T05:45:42,qY58714,salesman_9945
SO09580,CUST94234,2025-01-08T09:19:48,59,793.23,Paid,"50384 Harrison Villages
South Diana, TX 48525",Hundred finally social.,2025-01-04T15:10:33,gu85564,salesman_3489
SO30174,CUST69570,2025-01-11T12:39:43,15,928.21,Pending,"947 Martinez Square
Port Kaylabury, SD 07855",Above later assume form industry past control require.,2025-01-12T00:42:14,ux63032,salesman_3678
SO44582,CUST97520,2025-01-15T00:07:32,79,70.94,Failed,"08995 Tucker Manors Apt. 118
Orrtown, ID 95427",Investment agent few as professional alone.,2025-01-10T08:23:35,YT82370,salesman_7808
SO77919,CUST83300,2025-01-12T14:10:22,42,852.5,Failed,"0221 Davies Brooks
Alyssaberg, OH 16777",Rate though see born.,2025-01-08T00:14:05,DU05605,salesman_0505
SO15397,CUST82656,2025-01-15T02:24:06,28,722.08,Pending,"Unit 4906 Box 0710
DPO AA 63754",This personal despite know main pressure better.,2025-01-15T16:17:03,sa72870,salesman_8835
SO22120,CUST02902,2025-01-08T02:09:22,95,43.85,Paid,"255 Randall Brook Apt. 151
Harrisstad, TN 46819",Real describe agreement end near party close man.,2025-01-09T06:06:12,pY82537,salesman_7051
SO14336,CUST66091,2025-01-04T07:35:00,54,160.8,Paid,"USNS Watts
FPO AE 80908",Floor article data movement forget.,2025-01-04T19:33:04,Lu37661,salesman_6101
SO89001,CUST25147,2025-01-03T21:55:23,41,37.7,Paid,"353 Case Drives Suite 614
South Makayla, MN 59110",Either whole Mr.,2025-01-15T10:51:27,Fg28880,salesman_7957
SO59683,CUST09966,2025-01-10T05:34:47,25,87.49,Paid,"4285 Amanda Union Suite 107
South Rachelland, KS 65273",Order fill while term.,2025-01-08T05:58:07,nt85197,salesman_4914
SO58344,CUST18431,2025-01-10T01:53:26,71,639.75,Paid,"61621 Hardin Ridge Suite 310
Port Gabriella, WA 12710",Stuff message point less.,2025-01-17T11:21:51,jy95444,salesman_3821
SO21877,CUST49756,2025-01-08T06:10:01,68,427.39,Pending,"12909 Jake Mount Apt. 448
East Adam, ID 68567",Suddenly prepare national onto suffer fear.,2025-01-10T05:01:36,Cc49063,salesman_3821
SO31598,CUST62479,2025-01-06T01:36:35,50,466.23,Failed,"314 Lisa Valley Suite 413
Tracymouth, DC 96938",Child compare commercial kid ground party offer.,2025-01-10T18:39:21,ZQ20805,salesman_7747
SO53380,CUST35884,2025-01-16T11:54:50,72,95.21,Paid,"2405 Torres Mount
Kingbury, MP 08520",Admit she democratic within set such check total.,2025-01-15T23:53:00,vz07551,salesman_0505
SO52748,CUST57982,2025-01-11T20:00:28,20,468.27,Pending,"522 Davis Heights
Hurstmouth, IL 15008",Win pay plant fight glass.,2025-01-12T06:58:02,Gj63989,salesman_5517
SO78016,CUST65691,2025-01-07T11:25:45,48,509.24,Failed,"2222 Cox Lock
West Donnafurt, NC 91099",Camera while generation left eight product.,2025-01-17T07:43:30,Ly16891,salesman_0604
SO52388,CUST76686,2025-01-01T08:07:55,96,213.44,Paid,"158 Ellis Views
Brentside, MS 00965",Total modern local good technology her.,2025-01-05T01:31:34,lT59233,salesman_9945
SO51247,CUST31914,2025-01-04T16:47:02,76,622.61,Paid,"9978 Laura Course
West Amanda, MD 76186",Movie evening see identify measure.,2025-01-02T16:45:40,iD25454,salesman_1817
SO90883,CUST86885,2025-01-08T04:43:16,47,310.41,Failed,"64919 Samuel Alley Apt. 478
East Dianamouth, TX 38125",Control cup really yet front.,2025-01-14T11:16:10,Ie95540,salesman_0265
SO06379,CUST36531,2025-01-07T03:11:12,59,137.04,Pending,"1377 Kristina Spring Suite 223
West Justinmouth, AR 05134",Land leader cold interesting anything phone throw modern.,2025-01-14T23:35:53,Cq51717,salesman_3613
SO44261,CUST20208,2025-01-12T08:05:57,11,126.07,Paid,"0893 Moore Isle Suite 947
Port Joseph, GU 51440",Century figure bill training wide.,2025-01-02T08:20:48,ex21752,salesman_4113
SO59953,CUST70246,2025-01-14T05:03:37,57,757.84,Pending,"07252 Castillo Key
Port Charleshaven, IL 85492",His my away read director.,2025-01-14T01:38:54,Kt24904,salesman_0467
SO55143,CUST18503,2025-01-16T06:59:30,91,486.38,Pending,"1863 Gloria Track Apt. 051
Lake Robert, FM 79971",Medical couple sort ability professional would.,2025-01-05T20:19:15,ic27261,salesman_7452
SO16683,CUST95345,2025-01-18T00:42:27,67,484.04,Failed,"1249 Heather Dale
Garyville, AS 71672",Ever TV likely real water stand.,2025-01-05T04:38:58,eH81949,salesman_4113
SO49855,CUST58934,2025-01-06T03:51:47,73,556.49,Paid,"1045 Nichols Row
Jonesville, WV 70866",By shake kind financial financial per democratic.,2025-01-09T07:45:18,Gq32811,salesman_4987
SO01921,CUST72115,2025-01-12T01:44:17,19,49.74,Pending,"PSC 0913, Box 6571
APO AA 65859",Campaign fly again many must.,2025-01-12T22:09:16,gu85564,salesman_4115
SO22379,CUST43727,2025-01-14T10:24:43,77,717.87,Failed,"6222 West Route
South Jennaview, MA 59736",Culture much billion fall machine evidence interview.,2025-01-08T03:00:49,Aq16839,salesman_9214
